Time(sec)	Level	Setpoint	%Valve Output	Temp.	Setpoint	%Power to Heater
1496.90	 14.91	  5.00	 54.00	 33.37	 30.00	 70.00
1497.00	 14.91	  5.00	 54.00	 33.38	 30.00	 70.00
1497.10	 14.91	  5.00	 54.00	 33.38	 30.00	 70.00
1497.20	 14.91	  5.00	 54.00	 33.37	 30.00	 70.00
1497.30	 14.91	  5.00	 54.00	 33.37	 30.00	 70.00
1497.40	 14.91	  5.00	 54.00	 33.37	 30.00	 70.00
1497.50	 14.91	  5.00	 54.00	 33.39	 30.00	 70.00
1497.60	 14.91	  5.00	 54.00	 33.39	 30.00	 70.00
1497.70	 14.91	  5.00	 54.00	 33.39	 30.00	 70.00
1497.80	 14.91	  5.00	 54.00	 33.39	 30.00	 70.00
1497.90	 14.91	  5.00	 54.00	 33.39	 30.00	 70.00
1498.00	 14.90	  5.00	 54.00	 33.40	 30.00	 70.00
1498.10	 14.90	  5.00	 54.00	 33.40	 30.00	 70.00
1498.20	 14.90	  5.00	 54.00	 33.38	 30.00	 70.00
1498.30	 14.90	  5.00	 54.00	 33.42	 30.00	 70.00
1498.40	 14.90	  5.00	 54.00	 33.42	 30.00	 70.00
1498.50	 14.90	  5.00	 54.00	 33.43	 30.00	 70.00
1498.60	 14.90	  5.00	 54.00	 33.43	 30.00	 70.00
1498.70	 14.90	  5.00	 54.00	 33.46	 30.00	 70.00
1498.80	 14.90	  5.00	 54.00	 33.44	 30.00	 70.00
1498.90	 14.90	  5.00	 54.00	 33.41	 30.00	 70.00
1499.00	 14.90	  5.00	 54.00	 33.41	 30.00	 70.00
1499.10	 14.91	  5.00	 54.00	 33.41	 30.00	 70.00
1499.20	 14.91	  5.00	 54.00	 33.41	 30.00	 70.00
1499.30	 14.91	  5.00	 54.00	 33.42	 30.00	 70.00
1499.40	 14.91	  5.00	 54.00	 33.42	 30.00	 70.00
1499.50	 14.91	  5.00	 54.00	 33.41	 30.00	 70.00
1499.60	 14.91	  5.00	 54.00	 33.41	 30.00	 70.00
1499.70	 14.91	  5.00	 54.00	 33.39	 30.00	 70.00
1499.80	 14.91	  5.00	 54.00	 33.40	 30.00	 70.00
1499.90	 14.91	  5.00	 54.00	 33.40	 30.00	 70.00
1500.00	 14.91	  5.00	 54.00	 33.40	 30.00	 70.00
1500.10	 14.91	  5.00	 54.00	 33.40	 30.00	 70.00
1500.20	 14.91	  5.00	 54.00	 33.39	 30.00	 70.00
1500.30	 14.91	  5.00	 54.00	 33.39	 30.00	 70.00
1500.40	 14.91	  5.00	 54.00	 33.38	 30.00	 70.00
1500.50	 14.91	  5.00	 54.00	 33.38	 30.00	 70.00
1500.60	 14.91	  5.00	 54.00	 33.38	 30.00	 70.00
1500.70	 14.91	  5.00	 54.00	 33.36	 30.00	 70.00
1500.80	 14.91	  5.00	 54.00	 33.37	 30.00	 70.00
1500.90	 14.91	  5.00	 54.00	 33.36	 30.00	 70.00
1501.00	 14.91	  5.00	 54.00	 33.36	 30.00	 70.00
1501.10	 14.91	  5.00	 54.00	 33.36	 30.00	 70.00
1501.20	 14.91	  5.00	 54.00	 33.37	 30.00	 70.00
1501.30	 14.91	  5.00	 54.00	 33.39	 30.00	 70.00
1501.40	 14.91	  5.00	 54.00	 33.39	 30.00	 70.00
1501.50	 14.91	  5.00	 54.00	 33.39	 30.00	 70.00
1501.60	 14.91	  5.00	 54.00	 33.38	 30.00	 70.00
1501.70	 14.91	  5.00	 54.00	 33.38	 30.00	 70.00
1501.80	 14.91	  5.00	 54.00	 33.37	 30.00	 70.00
1501.90	 14.91	  5.00	 54.00	 33.38	 30.00	 70.00
1502.00	 14.91	  5.00	 54.00	 33.39	 30.00	 70.00
1502.10	 14.91	  5.00	 54.00	 33.38	 30.00	 70.00
1502.20	 14.91	  5.00	 54.00	 33.38	 30.00	 70.00
1502.30	 14.91	  5.00	 54.00	 33.38	 30.00	 70.00
1502.40	 14.91	  5.00	 54.00	 33.41	 30.00	 70.00
1502.50	 14.91	  5.00	 54.00	 33.37	 30.00	 70.00
1502.60	 14.91	  5.00	 54.00	 33.37	 30.00	 70.00
1502.70	 14.91	  5.00	 54.00	 33.36	 30.00	 70.00
1502.80	 14.91	  5.00	 54.00	 33.35	 30.00	 70.00
1502.90	 14.91	  5.00	 54.00	 33.39	 30.00	 70.00
1503.00	 14.91	  5.00	 54.00	 33.39	 30.00	 70.00
1503.10	 14.91	  5.00	 54.00	 33.38	 30.00	 70.00
1503.20	 14.91	  5.00	 54.00	 33.39	 30.00	 70.00
1503.30	 14.91	  5.00	 54.00	 33.38	 30.00	 70.00
1503.40	 14.91	  5.00	 54.00	 33.38	 30.00	 70.00
1503.50	 14.91	  5.00	 54.00	 33.36	 30.00	 70.00
1503.60	 14.91	  5.00	 54.00	 33.37	 30.00	 70.00
1503.70	 14.91	  5.00	 54.00	 33.38	 30.00	 70.00
1503.80	 14.91	  5.00	 54.00	 33.38	 30.00	 70.00
1503.90	 14.91	  5.00	 54.00	 33.37	 30.00	 70.00
1504.00	 14.91	  5.00	 54.00	 33.36	 30.00	 70.00
1504.10	 14.91	  5.00	 54.00	 33.35	 30.00	 70.00
1504.20	 14.91	  5.00	 54.00	 33.35	 30.00	 70.00
1504.30	 14.91	  5.00	 54.00	 33.34	 30.00	 70.00
1504.40	 14.91	  5.00	 54.00	 33.33	 30.00	 70.00
1504.50	 14.91	  5.00	 54.00	 33.36	 30.00	 70.00
1504.60	 14.91	  5.00	 54.00	 33.36	 30.00	 70.00
1504.70	 14.91	  5.00	 54.00	 33.36	 30.00	 70.00
1504.80	 14.91	  5.00	 54.00	 33.36	 30.00	 70.00
1504.90	 14.91	  5.00	 54.00	 33.33	 30.00	 70.00
1505.00	 14.91	  5.00	 54.00	 33.33	 30.00	 70.00
1505.10	 14.91	  5.00	 54.00	 33.33	 30.00	 70.00
1505.20	 14.91	  5.00	 54.00	 33.32	 30.00	 70.00
1505.30	 14.92	  5.00	 54.00	 33.31	 30.00	 70.00
1505.40	 14.92	  5.00	 54.00	 33.31	 30.00	 70.00
1505.50	 14.92	  5.00	 54.00	 33.30	 30.00	 70.00
1505.60	 14.92	  5.00	 54.00	 33.31	 30.00	 70.00
1505.70	 14.92	  5.00	 54.00	 33.31	 30.00	 70.00
1505.80	 14.92	  5.00	 54.00	 33.31	 30.00	 70.00
1505.90	 14.92	  5.00	 54.00	 33.30	 30.00	 70.00
1506.00	 14.92	  5.00	 54.00	 33.30	 30.00	 70.00
1506.10	 14.92	  5.00	 54.00	 33.31	 30.00	 70.00
1506.20	 14.92	  5.00	 54.00	 33.31	 30.00	 70.00
1506.30	 14.92	  5.00	 54.00	 33.32	 30.00	 70.00
1506.40	 14.92	  5.00	 54.00	 33.31	 30.00	 70.00
1506.50	 14.92	  5.00	 54.00	 33.31	 30.00	 70.00
1506.60	 14.92	  5.00	 54.00	 33.28	 30.00	 70.00
1506.70	 14.92	  5.00	 54.00	 33.26	 30.00	 70.00
1506.80	 14.92	  5.00	 54.00	 33.26	 30.00	 70.00
1506.90	 14.92	  5.00	 54.00	 33.26	 30.00	 70.00
1507.00	 14.92	  5.00	 54.00	 33.26	 30.00	 70.00
1507.10	 14.92	  5.00	 54.00	 33.26	 30.00	 70.00
1507.20	 14.92	  5.00	 54.00	 33.26	 30.00	 70.00
1507.30	 14.92	  5.00	 54.00	 33.30	 30.00	 70.00
1507.40	 14.92	  5.00	 54.00	 33.31	 30.00	 70.00
1507.50	 14.92	  5.00	 54.00	 33.34	 30.00	 70.00
1507.60	 14.92	  5.00	 54.00	 33.32	 30.00	 70.00
1507.70	 14.92	  5.00	 54.00	 33.32	 30.00	 70.00
1507.80	 14.92	  5.00	 54.00	 33.29	 30.00	 70.00
1507.90	 14.92	  5.00	 54.00	 33.27	 30.00	 70.00
1508.00	 14.92	  5.00	 54.00	 33.29	 30.00	 70.00
1508.10	 14.92	  5.00	 54.00	 33.29	 30.00	 70.00
1508.20	 14.92	  5.00	 54.00	 33.29	 30.00	 70.00
1508.30	 14.92	  5.00	 54.00	 33.28	 30.00	 70.00
1508.40	 14.92	  5.00	 54.00	 33.29	 30.00	 70.00
1508.50	 14.92	  5.00	 54.00	 33.27	 30.00	 70.00
1508.60	 14.92	  5.00	 54.00	 33.30	 30.00	 70.00
1508.70	 14.92	  5.00	 54.00	 33.32	 30.00	 70.00
1508.80	 14.92	  5.00	 54.00	 33.31	 30.00	 70.00
1508.90	 14.92	  5.00	 54.00	 33.31	 30.00	 70.00
1509.00	 14.92	  5.00	 54.00	 33.33	 30.00	 70.00
1509.10	 14.92	  5.00	 54.00	 33.32	 30.00	 70.00
1509.20	 14.92	  5.00	 54.00	 33.32	 30.00	 70.00
1509.30	 14.92	  5.00	 54.00	 33.29	 30.00	 70.00
1509.40	 14.93	  5.00	 54.00	 33.28	 30.00	 70.00
1509.50	 14.93	  5.00	 54.00	 33.28	 30.00	 70.00
1509.60	 14.93	  5.00	 54.00	 33.29	 30.00	 70.00
1509.70	 14.93	  5.00	 54.00	 33.27	 30.00	 70.00
1509.80	 14.93	  5.00	 54.00	 33.31	 30.00	 70.00
1509.90	 14.94	  5.00	 54.00	 33.32	 30.00	 70.00
1510.00	 14.94	  5.00	 54.00	 33.31	 30.00	 70.00
1510.10	 14.94	  5.00	 54.00	 33.32	 30.00	 70.00
1510.20	 14.94	  5.00	 54.00	 33.32	 30.00	 70.00
1510.30	 14.95	  5.00	 54.00	 33.32	 30.00	 70.00
1510.40	 14.95	  5.00	 54.00	 33.33	 30.00	 70.00
1510.50	 14.95	  5.00	 54.00	 33.34	 30.00	 70.00
1510.60	 14.95	  5.00	 54.00	 33.33	 30.00	 70.00
1510.70	 14.95	  5.00	 54.00	 33.32	 30.00	 70.00
1510.80	 14.95	  5.00	 54.00	 33.33	 30.00	 70.00
1510.90	 14.95	  5.00	 54.00	 33.36	 30.00	 70.00
1511.00	 14.96	  5.00	 54.00	 33.33	 30.00	 70.00
1511.10	 14.96	  5.00	 54.00	 33.33	 30.00	 70.00
1511.20	 14.96	  5.00	 54.00	 33.34	 30.00	 70.00
1511.30	 14.96	  5.00	 54.00	 33.33	 30.00	 70.00
1511.40	 14.96	  5.00	 54.00	 33.32	 30.00	 70.00
1511.50	 14.96	  5.00	 54.00	 33.29	 30.00	 70.00
1511.60	 14.97	  5.00	 54.00	 33.30	 30.00	 70.00
1511.70	 14.97	  5.00	 54.00	 33.30	 30.00	 70.00
1511.80	 14.97	  5.00	 54.00	 33.28	 30.00	 70.00
1511.90	 14.97	  5.00	 54.00	 33.28	 30.00	 70.00
1512.00	 14.97	  5.00	 54.00	 33.26	 30.00	 70.00
1512.10	 14.97	  5.00	 54.00	 33.25	 30.00	 70.00
1512.20	 14.97	  5.00	 54.00	 33.25	 30.00	 70.00
1512.30	 14.97	  5.00	 54.00	 33.27	 30.00	 70.00
1512.40	 14.97	  5.00	 54.00	 33.25	 30.00	 70.00
1512.50	 14.97	  5.00	 54.00	 33.25	 30.00	 70.00
1512.60	 14.97	  5.00	 54.00	 33.25	 30.00	 70.00
1512.70	 14.97	  5.00	 54.00	 33.26	 30.00	 70.00
1512.80	 14.98	  5.00	 54.00	 33.23	 30.00	 70.00
1512.90	 14.98	  5.00	 54.00	 33.18	 30.00	 70.00
1513.00	 14.98	  5.00	 54.00	 33.18	 30.00	 70.00
1513.10	 14.98	  5.00	 54.00	 33.18	 30.00	 70.00
1513.20	 14.98	  5.00	 54.00	 33.17	 30.00	 70.00
1513.30	 14.98	  5.00	 54.00	 33.19	 30.00	 70.00
1513.40	 14.97	  5.00	 54.00	 33.19	 30.00	 70.00
1513.50	 14.98	  5.00	 54.00	 33.19	 30.00	 70.00
1513.60	 14.98	  5.00	 54.00	 33.15	 30.00	 70.00
1513.70	 14.98	  5.00	 54.00	 33.15	 30.00	 70.00
1513.80	 14.97	  5.00	 54.00	 33.17	 30.00	 70.00
1513.90	 14.97	  5.00	 54.00	 33.16	 30.00	 70.00
1514.00	 14.97	  5.00	 54.00	 33.15	 30.00	 70.00
1514.10	 14.97	  5.00	 54.00	 33.15	 30.00	 70.00
1514.20	 14.97	  5.00	 54.00	 33.15	 30.00	 70.00
1514.30	 14.97	  5.00	 54.00	 33.12	 30.00	 70.00
1514.40	 14.97	  5.00	 54.00	 33.13	 30.00	 70.00
1514.50	 14.98	  5.00	 54.00	 33.13	 30.00	 70.00
1514.60	 14.97	  5.00	 54.00	 33.12	 30.00	 70.00
1514.70	 14.98	  5.00	 54.00	 33.11	 30.00	 70.00
1514.80	 14.98	  5.00	 54.00	 33.14	 30.00	 70.00
1514.90	 14.98	  5.00	 54.00	 33.16	 30.00	 70.00
1515.00	 14.98	  5.00	 54.00	 33.16	 30.00	 70.00
1515.10	 14.98	  5.00	 54.00	 33.15	 30.00	 70.00
1515.20	 14.98	  5.00	 54.00	 33.16	 30.00	 70.00
1515.30	 14.98	  5.00	 54.00	 33.17	 30.00	 70.00
1515.40	 14.98	  5.00	 54.00	 33.17	 30.00	 70.00
1515.50	 14.98	  5.00	 54.00	 33.17	 30.00	 70.00
1515.60	 14.98	  5.00	 54.00	 33.20	 30.00	 70.00
1515.70	 14.98	  5.00	 54.00	 33.19	 30.00	 70.00
1515.80	 14.98	  5.00	 54.00	 33.17	 30.00	 70.00
1515.90	 14.98	  5.00	 54.00	 33.17	 30.00	 70.00
1516.00	 14.98	  5.00	 54.00	 33.19	 30.00	 70.00
1516.10	 14.98	  5.00	 54.00	 33.19	 30.00	 70.00
1516.20	 14.98	  5.00	 54.00	 33.19	 30.00	 70.00
1516.30	 14.98	  5.00	 54.00	 33.21	 30.00	 70.00
1516.40	 14.98	  5.00	 54.00	 33.20	 30.00	 70.00
1516.50	 14.98	  5.00	 54.00	 33.21	 30.00	 70.00
1516.60	 14.99	  5.00	 54.00	 33.20	 30.00	 70.00
1516.70	 14.99	  5.00	 54.00	 33.21	 30.00	 70.00
1516.80	 14.99	  5.00	 54.00	 33.18	 30.00	 70.00
1516.90	 14.99	  5.00	 54.00	 33.17	 30.00	 70.00
1517.00	 14.99	  5.00	 54.00	 33.17	 30.00	 70.00
1517.10	 14.99	  5.00	 54.00	 33.18	 30.00	 70.00
1517.20	 14.99	  5.00	 54.00	 33.19	 30.00	 70.00
1517.30	 14.99	  5.00	 54.00	 33.17	 30.00	 70.00
1517.40	 14.99	  5.00	 54.00	 33.17	 30.00	 70.00
1517.50	 15.00	  5.00	 54.00	 33.17	 30.00	 70.00
1517.60	 15.00	  5.00	 54.00	 33.17	 30.00	 70.00
1517.70	 15.01	  5.00	 54.00	 33.20	 30.00	 70.00
1517.80	 15.01	  5.00	 54.00	 33.18	 30.00	 70.00
1517.90	 15.01	  5.00	 54.00	 33.18	 30.00	 70.00
1518.00	 15.02	  5.00	 54.00	 33.18	 30.00	 70.00
1518.10	 15.02	  5.00	 54.00	 33.17	 30.00	 70.00
1518.20	 15.03	  5.00	 54.00	 33.17	 30.00	 70.00
1518.30	 15.03	  5.00	 54.00	 33.15	 30.00	 70.00
1518.40	 15.04	  5.00	 54.00	 33.14	 30.00	 70.00
1518.50	 15.05	  5.00	 54.00	 33.17	 30.00	 70.00
1518.60	 15.06	  5.00	 54.00	 33.19	 30.00	 70.00
1518.70	 15.07	  5.00	 54.00	 33.19	 30.00	 70.00
1518.80	 15.08	  5.00	 54.00	 33.21	 30.00	 70.00
1518.90	 15.09	  5.00	 54.00	 33.22	 30.00	 70.00
1519.00	 15.09	  5.00	 54.00	 33.21	 30.00	 70.00
1519.10	 15.10	  5.00	 54.00	 33.21	 30.00	 70.00
1519.20	 15.11	  5.00	 54.00	 33.19	 30.00	 70.00
1519.30	 15.12	  5.00	 54.00	 33.19	 30.00	 70.00
1519.40	 15.13	  5.00	 54.00	 33.19	 30.00	 70.00
1519.50	 15.14	  5.00	 54.00	 33.19	 30.00	 70.00
1519.60	 15.14	  5.00	 54.00	 33.19	 30.00	 70.00
1519.70	 15.15	  5.00	 54.00	 33.16	 30.00	 70.00
1519.80	 15.15	  5.00	 54.00	 33.19	 30.00	 70.00
1519.90	 15.16	  5.00	 54.00	 33.18	 30.00	 70.00
1520.00	 15.17	  5.00	 54.00	 33.16	 30.00	 70.00
1520.10	 15.17	  5.00	 54.00	 33.15	 30.00	 70.00
1520.20	 15.18	  5.00	 54.00	 33.15	 30.00	 70.00
1520.30	 15.18	  5.00	 54.00	 33.16	 30.00	 70.00
1520.40	 15.18	  5.00	 54.00	 33.15	 30.00	 70.00
1520.50	 15.19	  5.00	 54.00	 33.12	 30.00	 70.00
1520.60	 15.19	  5.00	 54.00	 33.10	 30.00	 70.00
1520.70	 15.19	  5.00	 54.00	 33.09	 30.00	 70.00
1520.80	 15.19	  5.00	 54.00	 33.09	 30.00	 70.00
1520.90	 15.19	  5.00	 54.00	 33.09	 30.00	 70.00
1521.00	 15.20	  5.00	 54.00	 33.08	 30.00	 70.00
1521.10	 15.20	  5.00	 54.00	 33.08	 30.00	 70.00
1521.20	 15.20	  5.00	 54.00	 33.07	 30.00	 70.00
1521.30	 15.20	  5.00	 54.00	 33.08	 30.00	 70.00
1521.40	 15.20	  5.00	 54.00	 33.05	 30.00	 70.00
1521.50	 15.21	  5.00	 54.00	 33.05	 30.00	 70.00
1521.60	 15.21	  5.00	 54.00	 33.06	 30.00	 70.00
1521.70	 15.21	  5.00	 54.00	 33.06	 30.00	 70.00
1521.80	 15.21	  5.00	 54.00	 33.06	 30.00	 70.00
1521.90	 15.21	  5.00	 54.00	 33.07	 30.00	 70.00
1522.00	 15.21	  5.00	 54.00	 33.09	 30.00	 70.00
1522.10	 15.22	  5.00	 54.00	 33.11	 30.00	 70.00
1522.20	 15.22	  5.00	 54.00	 33.10	 30.00	 70.00
1522.30	 15.22	  5.00	 54.00	 33.09	 30.00	 70.00
1522.40	 15.22	  5.00	 54.00	 33.09	 30.00	 70.00
1522.50	 15.23	  5.00	 54.00	 33.09	 30.00	 70.00
1522.60	 15.23	  5.00	 54.00	 33.10	 30.00	 70.00
1522.70	 15.23	  5.00	 54.00	 33.14	 30.00	 70.00
1522.80	 15.23	  5.00	 54.00	 33.13	 30.00	 70.00
1522.90	 15.23	  5.00	 54.00	 33.13	 30.00	 70.00
1523.00	 15.23	  5.00	 54.00	 33.14	 30.00	 70.00
1523.10	 15.23	  5.00	 54.00	 33.14	 30.00	 70.00
1523.20	 15.24	  5.00	 54.00	 33.14	 30.00	 70.00
1523.30	 15.24	  5.00	 54.00	 33.13	 30.00	 70.00
1523.40	 15.24	  5.00	 54.00	 33.16	 30.00	 70.00
1523.50	 15.24	  5.00	 54.00	 33.18	 30.00	 70.00
1523.60	 15.24	  5.00	 54.00	 33.18	 30.00	 70.00
1523.70	 15.24	  5.00	 54.00	 33.19	 30.00	 70.00
1523.80	 15.24	  5.00	 54.00	 33.17	 30.00	 70.00
1523.90	 15.25	  5.00	 54.00	 33.17	 30.00	 70.00
1524.00	 15.25	  5.00	 54.00	 33.17	 30.00	 70.00
1524.10	 15.25	  5.00	 54.00	 33.16	 30.00	 70.00
1524.20	 15.25	  5.00	 54.00	 33.17	 30.00	 70.00
1524.30	 15.25	  5.00	 54.00	 33.18	 30.00	 70.00
1524.40	 15.25	  5.00	 54.00	 33.18	 30.00	 70.00
1524.50	 15.26	  5.00	 54.00	 33.17	 30.00	 70.00
1524.60	 15.26	  5.00	 54.00	 33.17	 30.00	 70.00
1524.70	 15.26	  5.00	 54.00	 33.15	 30.00	 70.00
1524.80	 15.26	  5.00	 54.00	 33.16	 30.00	 70.00
1524.90	 15.26	  5.00	 54.00	 33.17	 30.00	 70.00
1525.00	 15.26	  5.00	 54.00	 33.17	 30.00	 70.00
1525.10	 15.26	  5.00	 54.00	 33.17	 30.00	 70.00
1525.20	 15.26	  5.00	 54.00	 33.20	 30.00	 70.00
1525.30	 15.26	  5.00	 54.00	 33.20	 30.00	 70.00
1525.40	 15.26	  5.00	 54.00	 33.20	 30.00	 70.00
1525.50	 15.26	  5.00	 54.00	 33.18	 30.00	 70.00
1525.60	 15.26	  5.00	 54.00	 33.17	 30.00	 70.00
1525.70	 15.26	  5.00	 54.00	 33.17	 30.00	 70.00
1525.80	 15.26	  5.00	 54.00	 33.19	 30.00	 70.00
1525.90	 15.26	  5.00	 54.00	 33.20	 30.00	 70.00
1526.00	 15.26	  5.00	 54.00	 33.21	 30.00	 70.00
1526.10	 15.26	  5.00	 54.00	 33.21	 30.00	 70.00
1526.20	 15.26	  5.00	 54.00	 33.21	 30.00	 70.00
1526.30	 15.26	  5.00	 54.00	 33.22	 30.00	 70.00
1526.40	 15.26	  5.00	 54.00	 33.22	 30.00	 70.00
1526.50	 15.26	  5.00	 54.00	 33.22	 30.00	 70.00
1526.60	 15.26	  5.00	 54.00	 33.23	 30.00	 70.00
1526.70	 15.26	  5.00	 54.00	 33.24	 30.00	 70.00
1526.80	 15.26	  5.00	 54.00	 33.28	 30.00	 70.00
1526.90	 15.26	  5.00	 54.00	 33.29	 30.00	 70.00
1527.00	 15.26	  5.00	 54.00	 33.29	 30.00	 70.00
1527.10	 15.26	  5.00	 54.00	 33.30	 30.00	 70.00
1527.20	 15.27	  5.00	 54.00	 33.28	 30.00	 70.00
1527.30	 15.27	  5.00	 54.00	 33.28	 30.00	 70.00
1527.40	 15.28	  5.00	 54.00	 33.28	 30.00	 70.00
1527.50	 15.28	  5.00	 54.00	 33.28	 30.00	 70.00
1527.60	 15.29	  5.00	 54.00	 33.28	 30.00	 70.00
1527.70	 15.30	  5.00	 54.00	 33.29	 30.00	 70.00
1527.80	 15.30	  5.00	 54.00	 33.29	 30.00	 70.00
1527.90	 15.31	  5.00	 54.00	 33.29	 30.00	 70.00
1528.00	 15.32	  5.00	 54.00	 33.30	 30.00	 70.00
1528.10	 15.33	  5.00	 54.00	 33.29	 30.00	 70.00
1528.20	 15.34	  5.00	 54.00	 33.30	 30.00	 70.00
1528.30	 15.35	  5.00	 54.00	 33.30	 30.00	 70.00
1528.40	 15.37	  5.00	 54.00	 33.29	 30.00	 70.00
1528.50	 15.38	  5.00	 54.00	 33.29	 30.00	 70.00
1528.60	 15.39	  5.00	 54.00	 33.29	 30.00	 70.00
1528.70	 15.40	  5.00	 54.00	 33.29	 30.00	 70.00
1528.80	 15.41	  5.00	 54.00	 33.24	 30.00	 70.00
1528.90	 15.42	  5.00	 54.00	 33.22	 30.00	 70.00
1529.00	 15.43	  5.00	 54.00	 33.22	 30.00	 70.00
1529.10	 15.44	  5.00	 54.00	 33.23	 30.00	 70.00
1529.20	 15.45	  5.00	 54.00	 33.23	 30.00	 70.00
1529.30	 15.46	  5.00	 54.00	 33.23	 30.00	 70.00
1529.40	 15.46	  5.00	 54.00	 33.22	 30.00	 70.00
1529.50	 15.47	  5.00	 54.00	 33.22	 30.00	 70.00
1529.60	 15.48	  5.00	 54.00	 33.23	 30.00	 70.00
1529.70	 15.48	  5.00	 54.00	 33.24	 30.00	 70.00
1529.80	 15.49	  5.00	 54.00	 33.22	 30.00	 70.00
1529.90	 15.49	  5.00	 54.00	 33.22	 30.00	 70.00
1530.00	 15.49	  5.00	 54.00	 33.24	 30.00	 70.00
1530.10	 15.48	  5.00	 54.00	 33.26	 30.00	 70.00
1530.20	 15.48	  5.00	 54.00	 33.27	 30.00	 70.00
1530.30	 15.48	  5.00	 54.00	 33.26	 30.00	 70.00
1530.40	 15.47	  5.00	 54.00	 33.26	 30.00	 70.00
1530.50	 15.47	  5.00	 54.00	 33.27	 30.00	 70.00
1530.60	 15.46	  5.00	 54.00	 33.28	 30.00	 70.00
1530.70	 15.46	  5.00	 54.00	 33.28	 30.00	 70.00
1530.80	 15.46	  5.00	 54.00	 33.30	 30.00	 70.00
1530.90	 15.46	  5.00	 54.00	 33.30	 30.00	 70.00
1531.00	 15.46	  5.00	 54.00	 33.30	 30.00	 70.00
1531.10	 15.46	  5.00	 54.00	 33.33	 30.00	 70.00
1531.20	 15.46	  5.00	 54.00	 33.34	 30.00	 70.00
1531.30	 15.45	  5.00	 54.00	 33.34	 30.00	 70.00
1531.40	 15.45	  5.00	 54.00	 33.40	 30.00	 70.00
1531.50	 15.45	  5.00	 54.00	 33.41	 30.00	 70.00
1531.60	 15.45	  5.00	 54.00	 33.45	 30.00	 70.00
1531.70	 15.45	  5.00	 54.00	 33.44	 30.00	 70.00
1531.80	 15.45	  5.00	 54.00	 33.46	 30.00	 70.00
1531.90	 15.45	  5.00	 54.00	 33.44	 30.00	 70.00
1532.00	 15.46	  5.00	 54.00	 33.42	 30.00	 70.00
1532.10	 15.46	  5.00	 54.00	 33.40	 30.00	 70.00
1532.20	 15.46	  5.00	 54.00	 33.39	 30.00	 70.00
1532.30	 15.46	  5.00	 54.00	 33.39	 30.00	 70.00
1532.40	 15.46	  5.00	 54.00	 33.40	 30.00	 70.00
1532.50	 15.46	  5.00	 54.00	 33.39	 30.00	 70.00
1532.60	 15.46	  5.00	 54.00	 33.40	 30.00	 70.00
1532.70	 15.46	  5.00	 54.00	 33.39	 30.00	 70.00
1532.80	 15.46	  5.00	 54.00	 33.40	 30.00	 70.00
1532.90	 15.47	  5.00	 54.00	 33.40	 30.00	 70.00
1533.00	 15.47	  5.00	 54.00	 33.41	 30.00	 70.00
1533.10	 15.47	  5.00	 54.00	 33.38	 30.00	 70.00
1533.20	 15.47	  5.00	 54.00	 33.38	 30.00	 70.00
1533.30	 15.47	  5.00	 54.00	 33.40	 30.00	 70.00
1533.40	 15.47	  5.00	 54.00	 33.38	 30.00	 70.00
1533.50	 15.47	  5.00	 54.00	 33.37	 30.00	 70.00
1533.60	 15.47	  5.00	 54.00	 33.36	 30.00	 70.00
1533.70	 15.47	  5.00	 54.00	 33.36	 30.00	 70.00
1533.80	 15.47	  5.00	 54.00	 33.38	 30.00	 70.00
1533.90	 15.47	  5.00	 54.00	 33.39	 30.00	 70.00
1534.00	 15.47	  5.00	 54.00	 33.40	 30.00	 70.00
1534.10	 15.47	  5.00	 54.00	 33.41	 30.00	 70.00
1534.20	 15.47	  5.00	 54.00	 33.41	 30.00	 70.00
1534.30	 15.47	  5.00	 54.00	 33.41	 30.00	 70.00
1534.40	 15.47	  5.00	 54.00	 33.41	 30.00	 70.00
1534.50	 15.47	  5.00	 54.00	 33.43	 30.00	 70.00
1534.60	 15.47	  5.00	 54.00	 33.42	 30.00	 70.00
1534.70	 15.47	  5.00	 54.00	 33.43	 30.00	 70.00
1534.80	 15.47	  5.00	 54.00	 33.43	 30.00	 70.00
1534.90	 15.47	  5.00	 54.00	 33.44	 30.00	 70.00
1535.00	 15.48	  5.00	 54.00	 33.43	 30.00	 70.00
1535.10	 15.48	  5.00	 54.00	 33.38	 30.00	 70.00
1535.20	 15.48	  5.00	 54.00	 33.38	 30.00	 70.00
1535.30	 15.48	  5.00	 54.00	 33.37	 30.00	 70.00
1535.40	 15.48	  5.00	 54.00	 33.36	 30.00	 70.00
1535.50	 15.48	  5.00	 54.00	 33.36	 30.00	 70.00
1535.60	 15.49	  5.00	 54.00	 33.33	 30.00	 70.00
1535.70	 15.49	  5.00	 54.00	 33.32	 30.00	 70.00
1535.80	 15.50	  5.00	 54.00	 33.30	 30.00	 70.00
1535.90	 15.50	  5.00	 54.00	 33.30	 30.00	 70.00
1536.00	 15.51	  5.00	 54.00	 33.30	 30.00	 70.00
1536.10	 15.51	  5.00	 54.00	 33.30	 30.00	 70.00
1536.20	 15.52	  5.00	 54.00	 33.30	 30.00	 70.00
1536.30	 15.53	  5.00	 54.00	 33.30	 30.00	 70.00
1536.40	 15.53	  5.00	 54.00	 33.31	 30.00	 70.00
1536.50	 15.53	  5.00	 54.00	 33.29	 30.00	 70.00
1536.60	 15.54	  5.00	 54.00	 33.29	 30.00	 70.00
